City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Lima,-12.0432,-77.0282,75.2,69,0,6.91,PE,1611860488
Cassilândia,-19.1133,-51.7342,84.09,66,100,3.18,BR,1611860597
Puerto Escondido,15.85,-97.0667,86.7,45,100,6.93,MX,1611860598
Batticaloa,7.7102,81.6924,77.47,85,100,10.92,LK,1611860598
Qasigiannguit,68.8193,-51.1922,10.4,48,1,6.91,GL,1611860516
Andros Town,24.7,-77.7667,73.4,73,90,23.02,BS,1611860598
Khuzhir,53.1939,107.3397,-9.24,79,19,13.76,RU,1611860598
Batagay-Alyta,67.8006,130.4114,-41.46,79,23,1.36,RU,1611860598
Talnakh,69.4865,88.3972,-32.6,74,0,4.99,RU,1611860599
Eyl,7.9803,49.8164,73.0,78,0,16.6,SO,1611860532
Paamiut,61.994,-49.6678,30.87,85,100,5.39,GL,1611860599
Iwanai,42.9744,140.5089,29.35,94,100,13.91,JP,1611860599
Alofi,-19.0595,-169.9187,75.2,100,100,13.8,NU,1611860430
Port Moresby,-9.4431,147.1797,75.2,94,40,17.27,PG,1611860599
Lixouri,38.2019,20.4314,44.6,65,20,5.75,GR,1611860600
Awjilah,29.1081,21.2869,56.41,44,0,12.53,LY,1611860600
Chimbote,-9.0853,-78.5783,76.77,61,39,10.8,PE,1611860546
Zheshart,62.0731,49.5733,24.78,98,100,1.57,RU,1611860600
Ibirama,-27.0569,-49.5178,76.03,90,100,0.85,BR,1611860425
Praia,14.9215,-23.5087,77.0,57,0,18.41,CV,1611860601
Caucaia,-3.7361,-38.6531,86.0,66,0,14.97,BR,1611860533
Havøysund,70.9963,24.6622,24.8,68,40,16.11,NO,1611860601
Ahipara,-35.1667,173.1667,61.21,69,68,15.43,NZ,1611860601
Pedasí,7.5333,-80.0333,82.62,70,98,19.95,PA,1611860601
Jalu,29.0331,21.5482,56.19,41,0,12.06,LY,1611860601
Jumla,29.2747,82.1838,30.79,74,0,5.14,NP,1611860602
Cheyenne,41.14,-104.8203,44.6,39,1,4.74,US,1611860460
Itoman,26.1247,127.6694,57.2,58,75,28.77,JP,1611860602
Agua Prieta,31.3,-109.5667,48.0,46,95,3.0,MX,1611860394
Watrous,51.6668,-105.4679,8.6,85,100,8.05,CA,1611860602
Makassar,-5.14,119.4221,75.2,100,40,4.61,ID,1611860535
Port Augusta,-32.5,137.7667,68.0,83,90,8.05,AU,1611860603
Villa Rica,33.7321,-84.9191,42.01,65,0,11.99,US,1611860603
Greymouth,-42.4667,171.2,48.97,77,1,8.81,NZ,1611860603
Aldan,58.6031,125.3894,-40.0,81,100,1.45,RU,1611860603
Severo-Kuril'sk,50.6789,156.125,28.31,93,83,16.42,RU,1611860603
Vasilaţi,44.2878,26.4475,32.0,98,0,11.16,RO,1611860604
Huarmey,-10.0681,-78.1522,77.88,60,5,12.15,PE,1611860604
Valle de Allende,26.9333,-105.4,66.99,25,5,14.65,MX,1611860604
Quelimane,-17.8786,36.8883,78.89,85,0,6.13,MZ,1611860552
Huixtepec,16.6536,-98.305,98.56,22,100,3.02,MX,1611860604
Esim,4.8699,-2.2405,79.18,82,72,8.03,GH,1611860604
Pucallpa,-8.3791,-74.5539,91.4,52,40,9.22,PE,1611860604
Strezhevoy,60.7333,77.5889,-7.6,77,100,4.47,RU,1611860605
Vanavara,60.34,102.2797,-41.55,79,9,5.06,RU,1611860605
Katobu,-4.9408,122.5276,76.42,90,100,6.22,ID,1611860605
Yangi Marg`ilon,40.4272,71.7189,30.2,64,0,2.3,UZ,1611860605
Elko,41.0002,-115.5012,39.2,48,90,5.75,US,1611860403
Volchikha,52.0333,80.3833,18.27,97,100,12.39,RU,1611860606
Zhigansk,66.7697,123.3711,-52.87,75,56,5.08,RU,1611860606
Aklavik,68.2191,-135.0107,-20.2,76,75,6.91,CA,1611860606
Jérémie,18.65,-74.1167,80.64,68,6,8.59,HT,1611860606
Toyoshina,36.2999,137.9011,36.0,75,42,5.01,JP,1611860607
Bolotnoye,55.6717,84.3981,20.03,97,100,18.9,RU,1611860607
Karratha,-20.7377,116.8463,84.18,69,0,11.5,AU,1611860487
Kaduna,10.5222,7.4383,78.55,16,0,9.22,NG,1611860607
Chokurdakh,70.6333,147.9167,-18.45,88,100,7.2,RU,1611860607
Mar del Plata,-38.0023,-57.5575,82.4,44,75,8.05,AR,1611860608
Maceió,-9.6658,-35.7353,80.6,78,75,12.66,BR,1611860608
Zyryanka,65.75,150.85,-23.35,86,100,10.85,RU,1611860608
Salta,-24.7859,-65.4117,84.2,37,40,10.36,AR,1611860355
Kloulklubed,7.0419,134.2556,77.0,94,75,16.53,PW,1611860608
Rusape,-18.5278,32.1284,65.52,87,100,3.49,ZW,1611860467
Iberia,29.9502,-91.7507,52.0,54,1,9.22,US,1611860436
Altamira,-3.2033,-52.2064,84.2,70,40,8.05,BR,1611860609
Khasan,42.4308,130.6434,2.77,85,55,36.86,RU,1611860609
Tecpan,14.7623,-90.9947,75.99,43,20,27.63,GT,1611860610
Kizema,61.113,44.8302,23.5,98,100,4.03,RU,1611860592
Ponnāni,10.767,75.9252,77.0,73,20,4.5,IN,1611860610
Auki,-8.7676,160.7034,79.7,85,100,11.86,SB,1611860610
Tromsø,69.6496,18.957,21.2,53,0,8.05,NO,1611860610
Nemuro,43.3236,145.575,27.43,93,100,21.94,JP,1611860610
Bilibino,68.0546,166.4372,-17.84,81,100,7.72,RU,1611860611
Moberly,39.4184,-92.4382,30.2,69,1,7.67,US,1611860611
Zhezkazgan,47.8043,67.7144,12.99,94,0,7.85,KZ,1611860611
Lincoln,40.8,-96.667,27.0,74,90,16.11,US,1611860491
Beipiao,41.7919,120.7792,-1.26,69,0,1.61,CN,1611860611
Tautira,-17.7333,-149.15,82.4,69,40,3.44,PF,1611860612
Breves,-1.6822,-50.4803,82.87,81,100,3.53,BR,1611860369
Chara,56.9064,118.2631,-36.36,75,99,0.56,RU,1611860612
Coyhaique,-45.5752,-72.0662,59.0,44,75,9.22,CL,1611860612
Hvide Sande,56.0045,8.1294,26.01,86,100,7.31,DK,1611860612
Roswell,34.0232,-84.3616,44.01,49,1,18.41,US,1611860493
Kalianget,-7.05,113.9333,78.69,86,99,21.21,ID,1611860613
Kuril'sk,45.2333,147.8833,21.07,89,100,7.27,RU,1611860613
Hirado,33.3597,129.5531,36.0,25,100,8.99,JP,1611860414
Njombe,-9.3333,34.7667,58.69,95,100,2.04,TZ,1611860613
Gorodishche,48.8045,44.4744,28.4,100,90,4.47,RU,1611860613
Verkhnyaya Inta,65.9811,60.3094,-23.66,86,83,5.46,RU,1611860614
Warrington,53.3925,-2.5802,50.0,93,90,6.91,GB,1611860443
Binzhou,37.3667,118.0167,25.0,44,0,7.0,CN,1611860614
Qaqortoq,60.7167,-46.0333,46.4,29,75,28.77,GL,1611860614
Kolokani,13.5728,-8.0339,79.18,14,0,7.58,ML,1611860615
Mosquera,4.7059,-74.2302,69.8,32,40,3.44,CO,1611860615
Tigil',57.8,158.6667,-10.52,91,100,2.86,RU,1611860615
Guozhen,34.3659,107.359,36.32,68,0,0.58,CN,1611860615
Røros,62.5747,11.3842,3.2,85,90,2.3,NO,1611860615
Cafelândia,-21.8025,-49.61,84.7,60,100,6.53,BR,1611860615
Micheweni,-4.9667,39.8333,80.87,79,0,18.03,TZ,1611860616
Soyo,-6.1349,12.3689,79.16,78,34,8.43,AO,1611860616
Azul,-36.777,-59.8585,89.55,18,99,10.69,AR,1611860616
Alfafar,39.4167,-0.3833,71.6,53,0,16.11,ES,1611860616
Carutapera,-1.195,-46.02,85.23,60,25,9.69,BR,1611860616
Maragogi,-9.0122,-35.2225,81.16,73,14,10.98,BR,1611860469
Olkhovka,53.2115,60.6069,13.48,93,100,12.01,RU,1611860617
Zhob,31.3411,69.4481,43.41,50,0,4.54,PK,1611860617
Mpophomeni,-29.5682,30.1862,66.0,95,100,1.9,ZA,1611860620
Sampit,-2.5333,112.95,73.2,96,100,2.75,ID,1611860620
Qiqihar,47.3408,123.9672,-16.64,81,0,4.0,CN,1611860620
Airai,-8.9266,125.4092,61.92,100,100,4.27,TL,1611860621
Joinville,-26.3044,-48.8456,86.0,10,100,1.16,BR,1611860621
Manaus,-3.1019,-60.025,80.6,83,75,2.3,BR,1611860500
Vanino,49.0869,140.2543,-11.22,84,100,3.85,RU,1611860621
Ugoofaaru,5.6667,73.0,80.96,61,0,8.59,MV,1611860621
Baghdad,33.3406,44.4009,51.8,62,0,3.44,IQ,1611860621
Nome,64.5011,-165.4064,12.2,79,90,1.43,US,1611860622
Cairns,-16.9167,145.7667,75.2,88,75,9.22,AU,1611860622
Northam,51.0333,-4.2167,52.0,97,100,3.0,GB,1611860622
Mucurapo,10.6667,-61.5333,87.8,42,20,13.8,TT,1611860622
Guiratinga,-16.3494,-53.7583,86.79,52,33,7.2,BR,1611860622
Jizan,17.3333,42.6667,78.8,73,0,6.91,SA,1611860581
Katwijk,52.1942,4.4222,43.0,94,100,1.01,NL,1611860623
Powell River,49.8496,-124.5361,39.0,100,75,0.89,CA,1611860418
Broome,42.2506,-75.833,19.0,67,90,18.41,US,1611860623
Shīeli,44.1667,66.75,27.28,89,0,6.24,KZ,1611860623
Shimoda,34.6667,138.95,37.99,85,23,29.37,JP,1611860592
Sivaki,52.6333,126.75,-26.0,86,100,5.23,RU,1611860624
Dingle,10.9995,122.6711,72.45,90,5,9.17,PH,1611860624
Zaykovo,57.5613,62.7568,27.3,95,100,7.83,RU,1611860624
Novooleksiyivka,46.2269,34.6428,34.7,92,100,26.26,UA,1611860624
Kintampo,8.0563,-1.7306,84.52,14,3,3.13,GH,1611860624
Sambava,-14.2667,50.1667,79.5,82,15,4.32,MG,1611860625
Oruzgan,32.8333,66.0,34.75,67,0,1.81,AF,1611860625
Ryōtsu-minato,38.0833,138.4333,38.64,73,100,39.88,JP,1611860625
Lavrentiya,65.5833,-171.0,-7.46,85,100,13.49,RU,1611860625
Usinsk,65.9939,57.5281,-24.11,85,0,9.48,RU,1611860625
Skellefteå,64.7507,20.9528,6.8,85,62,6.91,SE,1611860625
Mineiros,-17.5694,-52.5511,80.55,69,78,7.7,BR,1611860471
Tiznit Province,29.5833,-9.5,66.7,39,0,2.24,MA,1611860626
Beira,-19.8436,34.8389,84.2,84,20,12.66,MZ,1611860585
Abalak,58.1286,68.5944,29.64,99,100,12.66,RU,1611860626
Pontes e Lacerda,-15.2261,-59.3353,84.74,73,29,5.35,BR,1611860487
Saskylakh,71.9167,114.0833,-42.23,79,55,4.5,RU,1611860626
Lexington,37.9887,-84.4777,30.0,63,90,10.36,US,1611860461
Kalmunai,7.4167,81.8167,76.41,88,100,10.09,LK,1611860627
Meulaboh,4.1363,96.1285,75.79,87,100,4.61,ID,1611860627
Washington,47.5001,-120.5015,36.0,100,90,4.61,US,1611860447
Kirovskiy,45.0917,133.5136,0.54,92,100,13.06,RU,1611860627
Shache,38.4167,77.2406,22.77,83,0,2.01,CN,1611860628
Challans,46.8436,-1.8749,53.6,100,90,11.5,FR,1611860628
Hatillo,18.4863,-66.8254,84.99,57,40,8.05,PR,1611860628
Areosa,41.7178,-8.8571,57.99,100,90,11.5,PT,1611860628
Karpogory,64.0019,44.4451,0.41,93,95,5.55,RU,1611860628
Dunmore Town,25.5,-76.65,72.01,74,100,31.72,BS,1611860629
Mangai,-4.05,19.5333,74.52,80,33,0.43,CD,1611860629
Shellbrook,53.2168,-106.4011,5.0,78,90,10.36,CA,1611860629
Viedma,-40.8135,-62.9967,78.01,32,28,14.56,AR,1611860629
Yumen,40.2833,97.2,22.68,73,0,14.29,CN,1611860629
Golden,39.7555,-105.2211,51.8,32,40,3.44,US,1611860504
Oussouye,12.485,-16.5469,91.4,57,0,4.61,SN,1611860630
Trincomalee,8.5711,81.2335,78.76,81,82,13.49,LK,1611860630
Touros,-5.1989,-35.4608,84.2,65,40,17.27,BR,1611860630
Channel-Port aux Basques,47.5702,-59.1367,24.69,93,98,15.52,CA,1611860630
Tuy Hoa,13.0833,109.3,69.17,83,81,12.35,VN,1611860473
Tubualá,9.5167,-79.0333,89.6,48,40,13.8,PA,1611860631
Konstantinovka,49.6167,127.9833,-27.42,84,82,4.09,RU,1611860631
Petropavlovskoye,52.0712,84.107,22.68,92,98,12.93,RU,1611860631
George Town,5.4112,100.3354,78.8,94,20,5.48,MY,1611860631
Sakura,35.7167,140.2333,36.0,100,75,2.3,JP,1611860631
Los Llanos de Aridane,28.6585,-17.9182,66.2,88,20,4.61,ES,1611860631
