City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Nova Petrópolis,-29.3764,-51.1144,68.0,99,100,4.0,BR,1611880156
Tārānagar,28.6709,75.0351,51.3,42,0,2.77,IN,1611880156
Olafsvik,64.8945,-23.7142,29.48,87,75,2.8,IS,1611880156
Petropavlovsk-Kamchatskiy,53.0452,158.6483,17.6,73,40,4.47,RU,1611880014
Antofagasta,-23.65,-70.4,66.04,79,38,5.03,CL,1611880156
Dordrecht,51.81,4.6736,44.42,98,100,6.82,NL,1611880157
Edson,53.5835,-116.4356,6.17,93,66,3.67,CA,1611879918
Kampong Chhnang,12.1667,104.55,71.42,62,63,0.85,KH,1611880157
Sawtell,-30.3833,153.1,77.16,69,80,4.23,AU,1611880157
Sechura,-5.5569,-80.8222,80.08,61,86,13.96,PE,1611880157
Boshnyakovo,49.6333,142.1667,2.12,90,95,8.14,RU,1611880158
Arrondissement de Tulle,45.3333,1.8333,48.85,98,100,9.4,FR,1611880158
Saint-Michel-des-Saints,46.6834,-73.9159,3.0,90,100,10.18,CA,1611880158
Venado Tuerto,-33.7456,-61.9688,72.0,94,74,5.99,AR,1611880158
Kuandian,40.7286,124.7847,-6.25,86,0,2.21,CN,1611880159
Los Llanos de Aridane,28.6585,-17.9182,64.99,88,0,6.91,ES,1611880078
Iquique,-20.2208,-70.1431,71.6,68,20,10.36,CL,1611880159
Montague,42.5356,-72.5351,19.0,61,56,14.0,US,1611880159
Margate,51.3813,1.3862,50.0,90,100,1.99,GB,1611880004
Kavaratti,10.5669,72.642,80.01,70,12,8.1,IN,1611880159
Pitimbu,-7.4706,-34.8086,80.6,78,75,6.91,BR,1611880159
Uruçuí,-7.2294,-44.5561,79.25,70,87,2.91,BR,1611880160
Tubmanburg,6.8708,-10.8172,74.8,93,0,2.06,LR,1611880160
Bandarbeyla,9.4942,50.8122,72.25,81,2,14.7,SO,1611880160
Taoudenni,22.6783,-3.9836,67.82,26,0,17.49,ML,1611880048
Ancud,-41.8697,-73.8203,59.0,77,75,3.44,CL,1611880160
Visnes,59.3556,5.2242,32.0,64,90,13.8,NO,1611880161
Vilela,41.2251,-7.6034,55.0,9,91,2.57,PT,1611880161
San Quintín,30.4833,-115.95,59.47,58,96,8.05,MX,1611880161
Mount Isa,-20.7333,139.5,91.4,38,48,10.36,AU,1611880063
Muroto-misakicho,33.2833,134.15,41.0,42,20,6.91,JP,1611880161
Bendigo,-36.7667,144.2833,62.01,74,100,11.54,AU,1611879973
La Ronge,55.1001,-105.2842,4.87,94,100,6.42,CA,1611880162
Aranos,-24.1333,19.1167,76.8,28,86,10.0,NA,1611880162
Tommot,58.9564,126.2925,-34.13,80,100,0.6,RU,1611880162
Kaeo,-35.1,173.7833,73.99,43,3,10.0,NZ,1611879959
Taltal,-25.4,-70.4833,65.52,76,25,3.56,CL,1611880162
Muisne,0.6,-80.0333,78.8,89,75,3.44,EC,1611880163
Svetlaya,46.5389,138.3297,10.71,94,100,26.64,RU,1611880163
Kondinskoye,59.6481,67.41,16.52,97,77,6.78,RU,1611880043
Mims,28.6653,-80.8448,55.4,66,1,6.91,US,1611880163
Batagay-Alyta,67.8006,130.4114,-40.68,80,17,1.36,RU,1611880163
Khandyga,62.6667,135.6,-54.22,71,86,1.14,RU,1611880164
Fort Payne,34.4442,-85.7197,35.6,48,1,6.91,US,1611880164
Novouzensk,50.4592,48.1431,29.08,96,100,8.97,RU,1611879892
Cujmir,44.2067,22.9267,28.99,6,95,4.16,RO,1611880164
Bayangol,50.6977,103.4656,-9.42,85,17,3.8,RU,1611880164
Port Macquarie,-31.4333,152.9167,75.0,98,92,1.01,AU,1611880045
Naryan-Mar,67.6713,53.087,-32.15,82,1,7.96,RU,1611880165
San Rafael,-34.6177,-68.3301,76.05,26,69,8.5,AR,1611880165
Teguise,29.0605,-13.564,65.98,56,0,5.91,ES,1611880165
Chapais,49.7834,-74.8492,-5.8,77,90,8.05,CA,1611879913
Tocopilla,-22.092,-70.1979,67.71,68,11,5.17,CL,1611880165
Saint Simons,31.1352,-81.3901,48.0,61,0,8.19,US,1611880165
Fare,-16.7,-151.0167,81.61,66,100,7.29,PF,1611880166
Sabzawār,36.2126,57.6819,39.07,61,0,1.79,IR,1611880166
Lungaog,7.5294,125.6878,78.8,94,40,6.91,PH,1611880166
Pahlgām,34.0333,75.3333,15.53,66,41,9.24,IN,1611880166
Anadyr,64.75,177.4833,-1.48,87,100,12.28,RU,1611880166
Waipawa,-41.4122,175.5153,60.8,59,20,20.71,NZ,1611880166
Ucluelet,48.9329,-125.5528,44.35,68,29,0.36,CA,1611879913
Saint-Pierre,-21.3393,55.4781,78.48,67,3,1.1,RE,1611880167
Nālūt,30.3333,10.85,49.82,54,0,4.34,LY,1611880167
Nacala,-14.5428,40.6728,77.61,87,25,4.12,MZ,1611880167
Lovington,32.944,-103.3485,52.0,35,100,1.99,US,1611880167
Mimongo,-1.6195,11.6068,70.02,96,100,1.86,GA,1611880167
Valvedditturai,9.8167,80.1667,77.29,79,60,12.73,LK,1611880168
Koshurnikovo,54.1667,93.3,19.98,98,100,8.16,RU,1611880168
Lázaro Cárdenas,17.9583,-102.2,81.81,61,54,6.8,MX,1611880168
Idrija,46.0028,14.0306,36.0,91,81,1.01,SI,1611880168
Avera,33.194,-82.5271,44.6,49,1,5.75,US,1611880046
Khani,41.9563,42.9566,36.34,86,100,2.01,GE,1611880168
Dutlwe,-23.9833,23.9,74.32,68,23,7.02,BW,1611880169
Labuan,5.2767,115.2417,80.6,78,20,4.61,MY,1611880169
Airai,-8.9266,125.4092,63.84,100,100,5.95,TL,1611880169
Luton,51.8797,-0.4175,50.0,93,90,11.5,GB,1611880169
Jos,9.9167,8.9,63.34,24,11,7.47,NG,1611880169
Sarāhan,31.5167,77.8,28.78,62,20,9.31,IN,1611880170
Torit,4.4133,32.5678,78.66,33,0,2.73,SS,1611880170
Mayo,38.8876,-76.5119,28.83,82,0,20.15,US,1611880170
Kieta,-6.2167,155.6333,85.39,72,100,12.95,PG,1611880170
Pendleton,45.6721,-118.7886,48.2,66,75,6.91,US,1611880170
Sinazongwe,-17.2614,27.4618,74.66,82,100,2.89,ZM,1611880170
Moyale,3.5167,39.0584,72.39,34,100,12.62,KE,1611880171
Dalby,-27.1833,151.2667,80.28,50,27,19.1,AU,1611880171
Manadhoo,5.7667,73.3833,80.53,59,0,7.07,MV,1611880171
Necochea,-38.5473,-58.7368,64.99,72,100,9.04,AR,1611880063
Kinlochleven,56.7115,-4.9661,38.17,87,100,4.45,GB,1611880171
Bhādāsar,28.2833,74.3167,52.14,38,0,4.12,IN,1611880171
Naze,28.3667,129.4833,51.8,76,75,14.97,JP,1611880172
Krasnyy Yar,46.5331,48.3456,37.4,70,75,11.18,RU,1611880172
Vorukh,39.8494,70.5838,27.79,58,0,8.19,TJ,1611880172
Davila,18.4726,120.5763,73.4,73,75,4.61,PH,1611880172
Karratha,-20.7377,116.8463,87.6,55,0,9.35,AU,1611879930
Châteaudun,48.0833,1.3333,52.81,88,100,20.36,FR,1611880080
Xifeng,42.7372,124.7222,-10.32,87,0,4.45,CN,1611880173
Marawi,7.9986,124.2928,78.01,84,100,3.36,PH,1611880173
Jimo,36.3897,120.4622,28.99,63,0,6.71,CN,1611880173
Maniitsoq,65.4167,-52.9,25.41,78,0,5.7,GL,1611880150
Vestmanna,62.1564,-7.1664,33.78,85,19,19.22,FO,1611880174
Odienné,9.51,-7.5692,72.43,20,0,2.33,CI,1611880174
Anyang,36.0994,114.3289,31.59,65,0,1.88,CN,1611880174
Starobachaty,54.2425,86.2072,23.43,94,100,22.73,RU,1611880174
Bindki,26.0333,80.6,43.79,62,0,3.56,IN,1611880157
Obzor,42.8167,27.8833,26.6,86,0,6.91,BG,1611880175
São Filipe,14.8961,-24.4956,73.29,66,0,5.35,CV,1611880175
Uusikaupunki,60.8004,21.4084,19.4,86,90,4.61,FI,1611880175
Price,39.5994,-110.8107,25.52,89,100,1.03,US,1611880175
Fukuechō,32.6881,128.8419,35.6,64,75,16.11,JP,1611880081
Saint-Félicien,48.6501,-72.4491,5.0,78,90,16.11,CA,1611880176
Portland,45.5234,-122.6762,46.99,76,90,4.61,US,1611879876
Selkirk,50.1436,-96.8845,4.98,94,76,7.72,CA,1611880176
Qasigiannguit,68.8193,-51.1922,8.6,52,0,8.05,GL,1611880176
Tuatapere,-46.1333,167.6833,48.0,80,97,8.01,NZ,1611880176
Sept-Îles,50.2001,-66.3821,13.39,91,49,7.0,CA,1611880176
Vallenar,-28.5708,-70.7581,68.85,55,0,4.03,CL,1611880177
Grand Gaube,-20.0064,57.6608,75.99,83,15,1.99,MU,1611880173
Yar-Sale,66.8333,70.8333,-27.87,85,100,9.73,RU,1611879935
Port Blair,11.6667,92.75,78.6,84,4,7.92,IN,1611880056
St. George's,12.0564,-61.7485,77.0,78,20,3.44,GD,1611880177
Tecolotlán,20.2167,-104.05,77.0,42,32,1.99,MX,1611880177
Camacha,33.0833,-16.3333,58.5,93,38,9.93,PT,1611880178
Nizhniy Kuranakh,58.8353,125.4869,-36.04,80,100,1.03,RU,1611880178
Kalakamati,-20.5929,27.3121,69.33,84,100,10.56,BW,1611880178
Taywarah,33.35,64.4167,22.42,66,0,1.3,AF,1611880178
Basco,20.4487,121.9702,68.41,80,100,37.49,PH,1611880178
Nānākuli,21.3906,-158.1547,80.6,54,75,12.66,US,1611880178
Staryy Nadym,65.6118,72.6842,-28.3,85,100,9.6,RU,1611880179
Craig,40.5153,-107.5464,33.8,64,1,0.65,US,1611880149
Goderich,43.7501,-81.7165,21.2,86,100,21.85,CA,1611880058
Veracruz,19.3333,-96.6667,65.08,87,100,0.58,MX,1611880179
Sivas Province,39.7916,37.0019,21.33,97,100,0.81,TR,1611880179
Drawsko Pomorskie,53.5306,15.8097,28.99,86,92,4.0,PL,1611880179
Jiuquan,39.7432,98.5174,17.85,69,0,0.11,CN,1611880180
Laichow,37.1717,119.9214,21.67,69,0,8.46,CN,1611880180
Myitkyina,25.3833,97.4,52.99,61,0,2.95,MM,1611880180
Buchanan,5.8808,-10.0467,78.57,85,6,7.74,LR,1611880180
Cadillac,44.2519,-85.4012,12.25,95,100,5.68,US,1611880064
Bria,6.5423,21.9863,79.03,37,95,1.9,CF,1611880181
Ibanda,-2.7974,32.4746,69.8,88,20,5.75,TZ,1611880181
Likasi,-10.9814,26.7333,60.82,95,99,2.8,CD,1611879919
Paphos,34.7667,32.4167,49.87,83,100,10.98,CY,1611880181
Chicama,-7.8447,-79.1469,71.6,78,0,8.05,PE,1611880181
Pilas,37.3034,-6.301,54.0,96,83,1.01,ES,1611880181
Menongue,-14.6585,17.691,64.06,91,99,0.92,AO,1611880182
Königstein,50.9157,14.0719,33.01,97,98,2.33,DE,1611880182
Henties Bay,-22.116,14.2845,64.87,81,35,5.1,NA,1611880182
Lavumisa,-27.31,31.892,69.8,100,92,1.14,SZ,1611880182
Laas,46.6166,10.7002,32.0,93,40,4.61,IT,1611880182
Victor Harbor,-35.5667,138.6167,73.0,69,24,1.99,AU,1611880182
Huarmey,-10.0681,-78.1522,71.92,78,39,7.49,PE,1611880182
Krasnosel'kup,65.7,82.4667,-29.06,83,100,14.99,RU,1611880183
Ust'-Kan,50.9276,84.761,10.04,89,38,4.36,RU,1611880183
Kavieng,-2.5744,150.7967,84.85,70,65,9.44,PG,1611879922
Nioro,13.35,-15.75,72.16,17,14,1.72,GM,1611880183
Carauari,-4.8828,-66.8958,75.94,94,95,1.45,BR,1611880183
Morro Bay,35.3658,-120.8499,51.01,97,100,1.01,US,1611880183
Yerbogachën,61.2767,108.0108,-43.04,79,41,4.9,RU,1611880052
Phalombe,-15.8064,35.6507,68.97,94,100,2.66,MW,1611880184
La Gomera,14.0833,-91.05,80.71,64,100,4.68,GT,1611880184
Tromsø,69.6496,18.957,21.2,58,75,4.61,NO,1611880031
Paradise Valley,33.5312,-111.9427,64.94,27,100,6.44,US,1611879947
Ayan,56.45,138.1667,-9.63,79,100,4.34,RU,1611880184
Maţāy,28.419,30.7792,48.27,51,0,8.43,EG,1611880036
Bulawayo,-20.15,28.5833,65.79,92,100,13.09,ZW,1611880061
Marsaxlokk,35.8419,14.5431,59.36,88,42,22.86,MT,1611880185
Garden City,42.3256,-83.331,23.0,58,75,6.91,US,1611880185
Balaipungut,1.05,101.2833,73.4,94,75,3.74,ID,1611880185
Zaton,53.2936,83.8072,22.44,95,100,17.98,RU,1611880186
Kutum,14.2,24.6667,57.0,26,51,10.45,SD,1611879997
Caucayá,-0.1934,-74.7819,79.18,70,65,1.88,CO,1611880186
Gurupá,-1.405,-51.64,74.86,95,98,3.96,BR,1611880186
Northam,51.0333,-4.2167,48.99,96,83,13.0,GB,1611880186
Poum,-20.2333,164.0167,81.27,77,36,7.78,NC,1611880186
Bambous Virieux,-20.3428,57.7575,75.99,88,40,7.61,MU,1611880182
Bozhou,33.8772,115.7703,32.49,83,0,8.21,CN,1611880187
Tarakan,3.3,117.6333,77.36,87,86,8.5,ID,1611880187
Lakatoro,-16.0999,167.4164,85.64,70,100,2.26,VU,1611880187
Anaconda,46.1285,-112.9423,29.62,91,69,4.5,US,1611880187
Mailsi,29.8003,72.1758,48.43,43,0,1.68,PK,1611880187
Mandurah,-32.55,115.7,71.01,61,0,13.91,AU,1611879913
Bitam,2.076,11.5007,71.11,90,78,3.31,GA,1611880188
Thinadhoo,0.5333,72.9333,82.04,71,91,9.48,MV,1611879998
Rocky Mount,35.9382,-77.7905,33.8,64,1,8.05,US,1611880188
Orsha,54.5153,30.4053,27.32,99,92,4.0,BY,1611880188
Grand-Lahou,5.1367,-5.0242,78.46,88,57,7.56,CI,1611880188
Belle Fourche,44.6714,-103.8522,37.0,64,1,5.75,US,1611880189
Aksu,41.1231,80.2644,17.06,84,0,3.47,CN,1611879911
Mach,29.8637,67.3298,47.55,36,21,8.97,PK,1611880189
Omsukchan,62.5333,155.8,-30.89,80,100,4.59,RU,1611880189
Athabasca,54.7169,-113.2854,-0.4,85,62,3.38,CA,1611880189
Lithakia,37.7167,20.8333,41.0,75,67,3.44,GR,1611880085
Loikaw,19.6742,97.2094,59.34,64,0,2.84,MM,1611880190
Umarkot,25.3616,69.7362,54.43,32,0,6.89,PK,1611880190
Baião,-2.7906,-49.6717,75.29,95,100,1.92,BR,1611880190
Talakan,50.3167,130.3667,-24.14,84,93,1.61,RU,1611880190
Xingyi,24.1877,102.817,44.69,80,91,3.42,CN,1611880190
